date,temperature,humidity,condition
2012-01-01 00:00:00,-1.8,86,Fog
2012-01-01 01:00:00,-1.8,87,Fog
2012-01-01 02:00:00,-1.8,89,"Freezing Drizzle,Fog"
2012-01-01 03:00:00,-1.5,88,"Freezing Drizzle,Fog"
2012-01-01 04:00:00,-1.5,88,Fog
2012-01-01 05:00:00,-1.4,87,Fog
2012-01-01 06:00:00,-1.5,89,Fog
2012-01-01 07:00:00,-1.4,85,Fog
2012-01-01 08:00:00,-1.4,85,Fog
2012-01-01 09:00:00,-1.3,88,Fog
2012-01-01 10:00:00,-1.0,91,Fog
2012-01-01 11:00:00,-0.5,89,Fog
2012-01-01 12:00:00,-0.2,88,Fog
2012-01-01 13:00:00,0.2,87,Fog
2012-01-01 14:00:00,0.8,87,Fog
2012-01-01 15:00:00,1.8,85,Fog
2012-01-01 16:00:00,2.6,82,Mostly Cloudy
2012-01-01 17:00:00,3.0,81,Cloudy
2012-01-01 18:00:00,3.8,82,Rain
2012-01-01 19:00:00,3.1,88,Rain
2012-01-01 20:00:00,3.2,87,Cloudy
2012-01-01 21:00:00,4.0,85,Cloudy
2012-01-01 22:00:00,4.4,84,Rain Showers
2012-01-01 23:00:00,5.3,79,Cloudy
2012-01-02 00:00:00,5.2,77,Rain Showers
2012-01-02 01:00:00,4.6,72,Cloudy
2012-01-02 02:00:00,3.9,71,Mostly Cloudy
2012-01-02 03:00:00,3.7,69,Mostly Cloudy
2012-01-02 04:00:00,2.9,69,Mostly Cloudy
2012-01-02 05:00:00,2.6,70,Mostly Cloudy
2012-01-02 06:00:00,2.3,70,Mostly Cloudy
2012-01-02 07:00:00,2.0,70,Mostly Cloudy
2012-01-02 08:00:00,1.9,68,Mostly Cloudy
2012-01-02 09:00:00,1.8,67,Mostly Cloudy
2012-01-02 10:00:00,1.5,66,Mostly Cloudy
2012-01-02 11:00:00,2.2,66,Mostly Cloudy
2012-01-02 12:00:00,1.7,56,Mainly Clear
2012-01-02 13:00:00,1.1,57,Mostly Cloudy
2012-01-02 14:00:00,1.1,56,Mostly Cloudy
2012-01-02 15:00:00,0.0,59,Mostly Cloudy
2012-01-02 16:00:00,-0.7,55,Mostly Cloudy
2012-01-02 17:00:00,-2.1,57,Snow Showers
2012-01-02 18:00:00,-4.1,57,Mostly Cloudy
2012-01-02 19:00:00,-4.8,57,Mostly Cloudy
2012-01-02 20:00:00,-5.6,54,Snow Showers
2012-01-02 21:00:00,-5.8,58,Snow Showers
2012-01-02 22:00:00,-7.0,54,Cloudy
2012-01-02 23:00:00,-7.4,59,Snow Showers
2012-01-03 00:00:00,-9.0,57,Snow Showers
2012-01-03 01:00:00,-9.7,54,Cloudy
2012-01-03 02:00:00,-10.5,65,Snow Showers
2012-01-03 03:00:00,-11.3,54,Snow Showers
2012-01-03 04:00:00,-12.6,53,Cloudy
2012-01-03 05:00:00,-12.9,60,Snow Showers
2012-01-03 06:00:00,-13.3,61,Snow Showers
2012-01-03 07:00:00,-14.0,63,Snow
2012-01-03 08:00:00,-14.8,58,Mostly Cloudy
2012-01-03 09:00:00,-15.0,56,Mostly Cloudy
2012-01-03 10:00:00,-15.3,56,Cloudy
2012-01-03 11:00:00,-14.9,54,Mostly Cloudy
2012-01-03 12:00:00,-14.9,52,Mainly Clear
2012-01-03 13:00:00,-15.1,54,Mainly Clear
2012-01-03 14:00:00,-14.9,50,Mainly Clear
2012-01-03 15:00:00,-14.8,53,Mainly Clear
2012-01-03 16:00:00,-15.3,52,Mainly Clear
2012-01-03 17:00:00,-15.8,53,Mainly Clear
2012-01-03 18:00:00,-16.3,52,Mainly Clear
2012-01-03 19:00:00,-16.9,50,Clear
2012-01-03 20:00:00,-17.3,49,Mainly Clear
2012-01-03 21:00:00,-17.0,52,Mostly Cloudy
2012-01-03 22:00:00,-17.1,52,Mostly Cloudy
2012-01-03 23:00:00,-17.3,55,Mostly Cloudy
2012-01-04 00:00:00,-17.5,56,Mostly Cloudy
2012-01-04 01:00:00,-17.9,58,Mainly Clear
2012-01-04 02:00:00,-18.1,61,Mainly Clear
2012-01-04 03:00:00,-18.5,59,Mainly Clear
2012-01-04 04:00:00,-18.5,59,Mainly Clear
2012-01-04 05:00:00,-18.6,62,Mainly Clear
2012-01-04 06:00:00,-18.5,61,Cloudy
2012-01-04 07:00:00,-18.2,60,Cloudy
2012-01-04 08:00:00,-17.8,57,Mostly Cloudy
2012-01-04 09:00:00,-16.8,61,Mostly Cloudy
2012-01-04 10:00:00,-15.2,63,Mostly Cloudy
2012-01-04 11:00:00,-14.2,56,Mostly Cloudy
2012-01-04 12:00:00,-13.7,51,Snow
2012-01-04 13:00:00,-12.4,53,Cloudy
2012-01-04 14:00:00,-11.3,53,Snow
2012-01-04 15:00:00,-10.2,61,Snow
2012-01-04 16:00:00,-9.4,61,Snow
2012-01-04 17:00:00,-8.9,71,Snow
2012-01-04 18:00:00,-8.9,75,Snow
2012-01-04 19:00:00,-8.4,71,Snow
2012-01-04 20:00:00,-7.8,71,Snow
2012-01-04 21:00:00,-7.6,73,Snow
2012-01-04 22:00:00,-9.5,77,Snow
2012-01-04 23:00:00,-9.6,79,Snow
2012-01-05 00:00:00,-8.8,79,Snow
2012-01-05 01:00:00,-7.5,81,Snow
2012-01-05 02:00:00,-5.4,80,Snow
2012-01-05 03:00:00,-5.0,81,Snow
2012-01-05 04:00:00,-4.1,83,Snow
2012-01-05 05:00:00,-7.0,82,Snow
2012-01-05 06:00:00,-8.2,82,Snow
2012-01-05 07:00:00,-7.1,82,Snow
2012-01-05 08:00:00,-6.1,79,Snow
2012-01-05 09:00:00,-6.6,76,Mainly Clear
2012-01-05 10:00:00,-6.0,73,Mainly Clear
2012-01-05 11:00:00,-5.6,70,Mainly Clear
2012-01-05 12:00:00,-4.7,69,Mainly Clear
2012-01-05 13:00:00,-4.4,66,Mainly Clear
2012-01-05 14:00:00,-5.1,65,Mainly Clear
2012-01-05 15:00:00,-4.3,55,Mainly Clear
2012-01-05 16:00:00,-5.0,55,Mainly Clear
2012-01-05 17:00:00,-6.7,56,Mainly Clear
2012-01-05 18:00:00,-7.1,56,Clear
2012-01-05 19:00:00,-9.2,61,Clear
2012-01-05 20:00:00,-9.8,62,Clear
2012-01-05 21:00:00,-9.0,63,Clear
2012-01-05 22:00:00,-9.9,63,Cloudy
2012-01-05 23:00:00,-9.4,61,Cloudy
2012-01-06 00:00:00,-9.6,56,Cloudy
2012-01-06 01:00:00,-10.0,55,Cloudy
2012-01-06 02:00:00,-10.5,61,Cloudy
2012-01-06 03:00:00,-10.6,64,Snow
2012-01-06 04:00:00,-11.3,68,Snow
2012-01-06 05:00:00,-11.8,71,Snow
2012-01-06 06:00:00,-12.0,71,Snow
2012-01-06 07:00:00,-14.4,85,Snow
2012-01-06 08:00:00,-12.3,73,Snow
2012-01-06 09:00:00,-12.5,71,Snow
2012-01-06 10:00:00,-12.3,72,Snow
2012-01-06 11:00:00,-12.0,72,Snow
2012-01-06 12:00:00,-11.7,74,Snow
2012-01-06 13:00:00,-11.9,74,Snow
2012-01-06 14:00:00,-11.2,75,Snow
2012-01-06 15:00:00,-11.5,79,Snow
2012-01-06 16:00:00,-11.6,78,Snow
2012-01-06 17:00:00,-11.2,78,Snow
2012-01-06 18:00:00,-10.5,78,Cloudy
2012-01-06 19:00:00,-10.5,79,Cloudy
2012-01-06 20:00:00,-10.2,80,Cloudy
2012-01-06 21:00:00,-9.5,79,Cloudy
2012-01-06 22:00:00,-9.3,79,Cloudy
2012-01-06 23:00:00,-9.0,79,Cloudy
2012-01-07 00:00:00,-8.7,79,Cloudy
2012-01-07 01:00:00,-8.5,80,Cloudy
2012-01-07 02:00:00,-8.1,79,Cloudy
2012-01-07 03:00:00,-7.8,79,Cloudy
2012-01-07 04:00:00,-7.5,79,Cloudy
2012-01-07 05:00:00,-6.9,80,Cloudy
2012-01-07 06:00:00,-6.7,80,Cloudy
2012-01-07 07:00:00,-7.0,81,Cloudy
2012-01-07 08:00:00,-6.4,82,"Freezing Drizzle,Fog"
2012-01-07 09:00:00,-6.1,82,"Freezing Rain,Fog"
2012-01-07 10:00:00,-5.7,84,Freezing Rain
2012-01-07 11:00:00,-5.4,84,Freezing Drizzle
2012-01-07 12:00:00,-5.5,84,Freezing Drizzle
2012-01-07 13:00:00,-4.8,83,Freezing Rain
2012-01-07 14:00:00,-4.4,83,Snow
2012-01-07 15:00:00,-3.7,83,Snow
2012-01-07 16:00:00,-3.6,84,Snow
2012-01-07 17:00:00,-3.1,84,Snow
2012-01-07 18:00:00,-3.2,85,Snow
2012-01-07 19:00:00,-3.0,86,Snow
2012-01-07 20:00:00,-1.8,87,Snow
2012-01-07 21:00:00,-1.3,88,Snow
2012-01-07 22:00:00,-1.5,89,Fog
2012-01-07 23:00:00,0.4,87,Snow
2012-01-08 00:00:00,0.6,76,Cloudy
2012-01-08 01:00:00,-0.6,74,Mostly Cloudy
2012-01-08 02:00:00,-1.7,71,Mostly Cloudy
2012-01-08 03:00:00,-3.5,69,Mainly Clear
2012-01-08 04:00:00,-4.4,69,Mainly Clear
2012-01-08 05:00:00,-5.9,70,Mainly Clear
2012-01-08 06:00:00,-5.8,68,Cloudy
2012-01-08 07:00:00,-5.6,69,Cloudy
2012-01-08 08:00:00,-5.9,69,Snow
2012-01-08 09:00:00,-6.4,65,Snow
2012-01-08 10:00:00,-6.5,67,Snow
2012-01-08 11:00:00,-7.1,65,Snow
2012-01-08 12:00:00,-6.7,66,Snow
2012-01-08 13:00:00,-6.5,63,Cloudy
2012-01-08 14:00:00,-6.5,65,Mostly Cloudy
2012-01-08 15:00:00,-6.6,61,Mostly Cloudy
2012-01-08 16:00:00,-6.6,59,Mostly Cloudy
2012-01-08 17:00:00,-7.2,59,Mainly Clear
2012-01-08 18:00:00,-8.1,62,Mainly Clear
2012-01-08 19:00:00,-8.0,62,Mostly Cloudy
2012-01-08 20:00:00,-8.3,65,Mostly Cloudy
2012-01-08 21:00:00,-8.3,64,Mostly Cloudy
2012-01-08 22:00:00,-8.7,65,Mostly Cloudy
2012-01-08 23:00:00,-9.0,68,Mostly Cloudy
2012-01-09 00:00:00,-9.2,66,Mostly Cloudy
2012-01-09 01:00:00,-9.8,68,Mostly Cloudy
2012-01-09 02:00:00,-9.0,66,Mostly Cloudy
2012-01-09 03:00:00,-8.8,70,Cloudy
2012-01-09 04:00:00,-8.5,69,Cloudy
2012-01-09 05:00:00,-8.4,71,Cloudy
2012-01-09 06:00:00,-7.7,72,Cloudy
2012-01-09 07:00:00,-6.8,72,Mostly Cloudy
2012-01-09 08:00:00,-5.9,70,Snow
2012-01-09 09:00:00,-5.4,75,Snow
2012-01-09 10:00:00,-4.8,76,Snow
2012-01-09 11:00:00,-3.7,77,Snow
2012-01-09 12:00:00,-2.5,73,Cloudy
2012-01-09 13:00:00,-1.7,74,Cloudy
2012-01-09 14:00:00,-1.4,76,Cloudy
2012-01-09 15:00:00,-1.0,74,Mostly Cloudy
2012-01-09 16:00:00,-1.3,72,Mostly Cloudy
2012-01-09 17:00:00,-1.4,72,Mostly Cloudy
2012-01-09 18:00:00,-1.0,71,Mostly Cloudy
2012-01-09 19:00:00,-1.1,70,Mostly Cloudy
2012-01-09 20:00:00,-1.5,70,Mostly Cloudy
2012-01-09 21:00:00,-1.7,71,Mostly Cloudy
2012-01-09 22:00:00,-0.3,64,Mostly Cloudy
2012-01-09 23:00:00,-0.2,64,Cloudy
2012-01-10 00:00:00,2.5,57,Cloudy
2012-01-10 01:00:00,2.3,66,Snow
2012-01-10 02:00:00,1.4,75,Snow
2012-01-10 03:00:00,1.6,77,Snow
2012-01-10 04:00:00,1.2,81,Cloudy
2012-01-10 05:00:00,0.8,86,"Rain,Snow"
2012-01-10 06:00:00,0.7,87,Snow
2012-01-10 07:00:00,1.5,85,Snow
2012-01-10 08:00:00,1.2,85,Cloudy
2012-01-10 09:00:00,1.6,84,Cloudy
2012-01-10 10:00:00,2.0,81,Mostly Cloudy
2012-01-10 11:00:00,2.6,77,Mainly Clear
2012-01-10 12:00:00,1.4,72,Mostly Cloudy
2012-01-10 13:00:00,0.7,64,Mostly Cloudy
2012-01-10 14:00:00,-0.2,64,Mainly Clear
2012-01-10 15:00:00,-1.4,61,Mainly Clear
2012-01-10 16:00:00,-3.1,55,Mostly Cloudy
2012-01-10 17:00:00,-4.0,54,Mostly Cloudy
2012-01-10 18:00:00,-4.9,54,Mostly Cloudy
2012-01-10 19:00:00,-5.7,53,Mostly Cloudy
2012-01-10 20:00:00,-6.4,53,Mostly Cloudy
2012-01-10 21:00:00,-6.6,57,Mostly Cloudy
2012-01-10 22:00:00,-7.3,55,Mostly Cloudy
2012-01-10 23:00:00,-8.6,57,Mostly Cloudy
2012-01-11 00:00:00,-9.5,55,Mostly Cloudy
2012-01-11 01:00:00,-10.7,56,Clear
2012-01-11 02:00:00,-12.0,56,Clear
2012-01-11 03:00:00,-12.7,57,Clear
2012-01-11 04:00:00,-13.4,57,Clear
2012-01-11 05:00:00,-13.9,55,Mainly Clear
2012-01-11 06:00:00,-14.4,57,Mainly Clear
2012-01-11 07:00:00,-14.4,57,Mostly Cloudy
2012-01-11 08:00:00,-14.7,57,Mostly Cloudy
2012-01-11 09:00:00,-14.3,58,Mostly Cloudy
2012-01-11 10:00:00,-13.9,55,Cloudy
2012-01-11 11:00:00,-13.4,54,Mostly Cloudy
2012-01-11 12:00:00,-12.7,53,Cloudy
2012-01-11 13:00:00,-12.2,52,Mostly Cloudy
2012-01-11 14:00:00,-11.4,52,Mostly Cloudy
2012-01-11 15:00:00,-11.6,50,Mostly Cloudy
2012-01-11 16:00:00,-11.8,47,Mostly Cloudy
2012-01-11 17:00:00,-11.9,51,Mostly Cloudy
2012-01-11 18:00:00,-12.0,52,Mostly Cloudy
2012-01-11 19:00:00,-11.8,54,Mostly Cloudy
2012-01-11 20:00:00,-11.2,57,Cloudy
2012-01-11 21:00:00,-11.2,65,Cloudy
2012-01-11 22:00:00,-10.8,65,Cloudy
2012-01-11 23:00:00,-10.7,67,Mostly Cloudy
2012-01-12 00:00:00,-10.0,66,Mostly Cloudy
2012-01-12 01:00:00,-9.8,65,Mostly Cloudy
2012-01-12 02:00:00,-9.4,64,Cloudy
2012-01-12 03:00:00,-9.0,63,Cloudy
2012-01-12 04:00:00,-8.5,64,Cloudy
2012-01-12 05:00:00,-8.0,64,Cloudy
2012-01-12 06:00:00,-7.6,65,Cloudy
2012-01-12 07:00:00,-7.3,65,Snow Showers
2012-01-12 08:00:00,-7.1,72,Snow
2012-01-12 09:00:00,-6.8,75,Snow
2012-01-12 10:00:00,-6.2,77,Snow
2012-01-12 11:00:00,-6.0,76,Snow
2012-01-12 12:00:00,-5.8,79,Snow
2012-01-12 13:00:00,-5.8,81,Snow
2012-01-12 14:00:00,-5.7,81,Snow
2012-01-12 15:00:00,-5.2,83,Moderate Snow
2012-01-12 16:00:00,-4.9,83,Moderate Snow
2012-01-12 17:00:00,-5.1,83,Snow
2012-01-12 18:00:00,-5.4,81,Snow
2012-01-12 19:00:00,-5.0,82,Snow
2012-01-12 20:00:00,-5.0,81,Snow
2012-01-12 21:00:00,-4.7,80,Snow
2012-01-12 22:00:00,-4.1,81,Snow
2012-01-12 23:00:00,-4.6,83,Snow
2012-01-13 00:00:00,-5.1,83,Snow
2012-01-13 01:00:00,-5.0,81,Snow
2012-01-13 02:00:00,-4.8,81,Snow
2012-01-13 03:00:00,-4.5,83,"Freezing Drizzle,Snow"
2012-01-13 04:00:00,-5.0,83,Cloudy
2012-01-13 05:00:00,-5.1,82,Cloudy
2012-01-13 06:00:00,-5.4,83,Cloudy
2012-01-13 07:00:00,-5.1,82,Cloudy
2012-01-13 08:00:00,-5.1,83,Freezing Rain
2012-01-13 09:00:00,-5.0,84,"Freezing Rain,Snow Grains"
2012-01-13 10:00:00,-4.8,83,Freezing Drizzle
2012-01-13 11:00:00,-4.8,83,Freezing Rain
2012-01-13 12:00:00,-4.8,81,Snow
2012-01-13 13:00:00,-4.9,83,Snow
2012-01-13 14:00:00,-4.8,85,Snow
2012-01-13 15:00:00,-4.3,85,Snow
2012-01-13 16:00:00,-3.7,84,Snow
2012-01-13 17:00:00,-2.9,87,Snow
2012-01-13 18:00:00,-1.7,89,Snow
2012-01-13 19:00:00,-2.5,86,Snow
2012-01-13 20:00:00,-3.2,87,Snow
2012-01-13 21:00:00,-4.8,79,"Snow,Blowing Snow"
2012-01-13 22:00:00,-5.5,70,Snow
2012-01-13 23:00:00,-7.6,75,"Snow,Blowing Snow"
2012-01-14 00:00:00,-8.9,72,"Snow,Blowing Snow"
2012-01-14 01:00:00,-9.7,69,Snow
2012-01-14 02:00:00,-11.2,70,"Snow,Blowing Snow"
2012-01-14 03:00:00,-12.0,71,"Snow,Blowing Snow"
2012-01-14 04:00:00,-13.4,63,Snow
2012-01-14 05:00:00,-14.3,63,Cloudy
2012-01-14 06:00:00,-15.2,63,Cloudy
2012-01-14 07:00:00,-16.8,63,Mostly Cloudy
2012-01-14 08:00:00,-17.9,62,Mostly Cloudy
2012-01-14 09:00:00,-18.0,61,Cloudy
2012-01-14 10:00:00,-18.0,60,Mostly Cloudy
2012-01-14 11:00:00,-17.8,59,Mostly Cloudy
2012-01-14 12:00:00,-17.5,58,Mostly Cloudy
2012-01-14 13:00:00,-17.1,55,Mainly Clear
2012-01-14 14:00:00,-16.7,56,Mostly Cloudy
2012-01-14 15:00:00,-16.7,56,Mostly Cloudy
2012-01-14 16:00:00,-16.7,52,Mostly Cloudy
2012-01-14 17:00:00,-17.4,54,Mostly Cloudy
2012-01-14 18:00:00,-17.7,56,Mainly Clear
2012-01-14 19:00:00,-18.3,59,Mainly Clear
2012-01-14 20:00:00,-19.6,58,Mainly Clear
2012-01-14 21:00:00,-20.0,59,Mostly Cloudy
2012-01-14 22:00:00,-19.9,58,Mostly Cloudy
2012-01-14 23:00:00,-20.3,59,Mostly Cloudy
2012-01-15 00:00:00,-21.2,61,Cloudy
2012-01-15 01:00:00,-21.1,61,Cloudy
2012-01-15 02:00:00,-21.4,63,Cloudy
2012-01-15 03:00:00,-20.7,62,Cloudy
2012-01-15 04:00:00,-21.0,61,Cloudy
2012-01-15 05:00:00,-21.3,63,Mostly Cloudy
2012-01-15 06:00:00,-23.2,62,Mostly Cloudy
2012-01-15 07:00:00,-22.8,62,Mainly Clear
2012-01-15 08:00:00,-23.3,62,Clear
2012-01-15 09:00:00,-22.2,60,Mainly Clear
2012-01-15 10:00:00,-20.6,58,Mainly Clear
2012-01-15 11:00:00,-19.3,55,Mainly Clear
2012-01-15 12:00:00,-18.0,52,Mainly Clear
2012-01-15 13:00:00,-16.8,53,Mainly Clear
2012-01-15 14:00:00,-16.0,53,Mainly Clear
2012-01-15 15:00:00,-15.4,53,Clear
2012-01-15 16:00:00,-15.1,52,Clear
2012-01-15 17:00:00,-16.2,55,Clear
2012-01-15 18:00:00,-16.3,57,Clear
2012-01-15 19:00:00,-16.3,58,Clear
2012-01-15 20:00:00,-16.7,61,Clear
2012-01-15 21:00:00,-16.9,63,Clear
2012-01-15 22:00:00,-16.9,66,Clear
2012-01-15 23:00:00,-16.9,68,Clear
2012-01-16 00:00:00,-17.1,66,Clear
2012-01-16 01:00:00,-17.8,65,Clear
2012-01-16 02:00:00,-18.5,68,Clear
2012-01-16 03:00:00,-19.2,67,Clear
2012-01-16 04:00:00,-18.7,66,Clear
2012-01-16 05:00:00,-19.1,69,Clear
2012-01-16 06:00:00,-18.7,68,Clear
2012-01-16 07:00:00,-17.9,73,Mainly Clear
2012-01-16 08:00:00,-17.9,67,Mostly Cloudy
2012-01-16 09:00:00,-14.4,59,Cloudy
2012-01-16 10:00:00,-13.6,65,Mostly Cloudy
2012-01-16 11:00:00,-12.7,66,Mostly Cloudy
2012-01-16 12:00:00,-10.7,60,Mostly Cloudy
2012-01-16 13:00:00,-10.1,61,Cloudy
2012-01-16 14:00:00,-9.0,68,Mostly Cloudy
2012-01-16 15:00:00,-8.0,63,Cloudy
2012-01-16 16:00:00,-7.1,57,Cloudy
2012-01-16 17:00:00,-7.6,56,Mostly Cloudy
2012-01-16 18:00:00,-12.5,66,Mainly Clear
2012-01-16 19:00:00,-14.8,70,Mainly Clear
2012-01-16 20:00:00,-14.0,70,Cloudy
2012-01-16 21:00:00,-12.9,71,Cloudy
2012-01-16 22:00:00,-12.2,70,Cloudy
2012-01-16 23:00:00,-11.5,71,Cloudy
2012-01-17 00:00:00,-10.8,71,Cloudy
2012-01-17 01:00:00,-10.4,71,Cloudy
2012-01-17 02:00:00,-9.7,73,Cloudy
2012-01-17 03:00:00,-9.2,73,Cloudy
2012-01-17 04:00:00,-9.0,78,Freezing Drizzle
2012-01-17 05:00:00,-8.3,85,"Freezing Drizzle,Snow"
2012-01-17 06:00:00,-7.7,84,"Freezing Drizzle,Snow"
2012-01-17 07:00:00,-7.5,85,Snow
2012-01-17 08:00:00,-7.4,84,Snow
2012-01-17 09:00:00,-7.0,82,Snow
2012-01-17 10:00:00,-6.5,82,Snow
2012-01-17 11:00:00,-6.1,83,Snow
2012-01-17 12:00:00,-5.3,82,Snow
2012-01-17 13:00:00,-5.1,82,Snow
2012-01-17 14:00:00,-4.3,85,Snow
2012-01-17 15:00:00,-3.7,84,Snow
2012-01-17 16:00:00,-3.5,83,Snow
2012-01-17 17:00:00,-3.6,84,Snow
2012-01-17 18:00:00,-3.5,84,Snow
2012-01-17 19:00:00,-3.3,84,"Freezing Drizzle,Snow"
2012-01-17 20:00:00,-3.6,85,Freezing Rain
2012-01-17 21:00:00,-2.9,86,Freezing Rain
2012-01-17 22:00:00,-1.6,89,Freezing Rain
2012-01-17 23:00:00,-0.6,90,"Freezing Rain,Fog"
2012-01-18 00:00:00,2.1,90,Fog
2012-01-18 01:00:00,3.7,66,Mostly Cloudy
2012-01-18 02:00:00,0.5,72,Mostly Cloudy
2012-01-18 03:00:00,-3.5,70,Mostly Cloudy
2012-01-18 04:00:00,-6.1,69,Snow
2012-01-18 05:00:00,-7.7,69,Snow
2012-01-18 06:00:00,-8.5,65,Mostly Cloudy
2012-01-18 07:00:00,-9.8,64,Mainly Clear
2012-01-18 08:00:00,-10.9,63,Mainly Clear
2012-01-18 09:00:00,-11.2,61,Mainly Clear
2012-01-18 10:00:00,-11.2,61,Mainly Clear
2012-01-18 11:00:00,-11.1,58,Mainly Clear
2012-01-18 12:00:00,-11.0,57,Mainly Clear
2012-01-18 13:00:00,-10.6,55,Mainly Clear
2012-01-18 14:00:00,-10.3,55,Mainly Clear
2012-01-18 15:00:00,-10.4,54,Mainly Clear
2012-01-18 16:00:00,-10.6,53,Mainly Clear
2012-01-18 17:00:00,-11.3,54,Clear
2012-01-18 18:00:00,-12.0,60,Clear
2012-01-18 19:00:00,-12.7,61,Clear
2012-01-18 20:00:00,-13.4,62,Clear
2012-01-18 21:00:00,-13.7,63,Clear
2012-01-18 22:00:00,-14.2,62,Clear
2012-01-18 23:00:00,-14.9,66,Clear
2012-01-19 00:00:00,-16.6,69,Clear
2012-01-19 01:00:00,-15.2,76,Clear
2012-01-19 02:00:00,-14.3,77,Clear
2012-01-19 03:00:00,-18.0,73,Clear
2012-01-19 04:00:00,-15.4,78,Clear
2012-01-19 05:00:00,-16.6,76,Clear
2012-01-19 06:00:00,-15.3,69,Clear
2012-01-19 07:00:00,-14.6,68,Clear
2012-01-19 08:00:00,-13.7,68,Clear
2012-01-19 09:00:00,-12.7,69,Clear
2012-01-19 10:00:00,-11.7,64,Mainly Clear
2012-01-19 11:00:00,-11.0,62,Mostly Cloudy
2012-01-19 12:00:00,-8.8,59,Mostly Cloudy
2012-01-19 13:00:00,-7.3,55,Mostly Cloudy
2012-01-19 14:00:00,-7.0,53,Mostly Cloudy
2012-01-19 15:00:00,-6.7,52,Cloudy
2012-01-19 16:00:00,-6.7,52,Cloudy
2012-01-19 17:00:00,-6.9,54,Cloudy
2012-01-19 18:00:00,-5.0,54,Cloudy
2012-01-19 19:00:00,-3.6,49,Snow
2012-01-19 20:00:00,-3.7,53,Snow
2012-01-19 21:00:00,-5.0,77,Snow
2012-01-19 22:00:00,-4.2,68,Snow
2012-01-19 23:00:00,-4.1,69,Snow
2012-01-20 00:00:00,-4.1,71,Mostly Cloudy
2012-01-20 01:00:00,-4.1,73,Snow
2012-01-20 02:00:00,-3.9,73,Snow
2012-01-20 03:00:00,-4.8,67,Mostly Cloudy
2012-01-20 04:00:00,-6.0,72,Snow
2012-01-20 05:00:00,-6.3,63,Snow
2012-01-20 06:00:00,-7.6,59,Cloudy
2012-01-20 07:00:00,-8.6,57,Mostly Cloudy
2012-01-20 08:00:00,-10.4,62,Mainly Clear
2012-01-20 09:00:00,-12.2,61,Clear
2012-01-20 10:00:00,-13.7,57,Mainly Clear
2012-01-20 11:00:00,-14.2,55,Clear
2012-01-20 12:00:00,-15.2,56,Clear
2012-01-20 13:00:00,-15.8,51,Clear
2012-01-20 14:00:00,-15.5,48,Mainly Clear
2012-01-20 15:00:00,-15.0,47,Mainly Clear
2012-01-20 16:00:00,-14.8,45,Mainly Clear
2012-01-20 17:00:00,-15.4,46,Mainly Clear
2012-01-20 18:00:00,-15.9,48,Mainly Clear
2012-01-20 19:00:00,-16.3,51,Mainly Clear
2012-01-20 20:00:00,-16.9,50,Mainly Clear
2012-01-20 21:00:00,-18.5,54,Mainly Clear
2012-01-20 22:00:00,-18.1,54,Mainly Clear
2012-01-20 23:00:00,-17.4,54,Mostly Cloudy
2012-01-21 00:00:00,-16.4,53,Cloudy
2012-01-21 01:00:00,-16.1,52,Cloudy
2012-01-21 02:00:00,-15.3,53,Cloudy
2012-01-21 03:00:00,-15.9,60,Cloudy
2012-01-21 04:00:00,-15.3,58,Cloudy
2012-01-21 05:00:00,-14.8,50,Cloudy
2012-01-21 06:00:00,-14.3,52,Cloudy
2012-01-21 07:00:00,-13.9,50,Cloudy
2012-01-21 08:00:00,-14.0,52,Cloudy
2012-01-21 09:00:00,-15.9,65,Snow
2012-01-21 10:00:00,-16.3,65,Snow
2012-01-21 11:00:00,-15.9,64,Snow
2012-01-21 12:00:00,-14.6,62,Mostly Cloudy
2012-01-21 13:00:00,-13.4,59,Mainly Clear
2012-01-21 14:00:00,-12.5,55,Clear
2012-01-21 15:00:00,-11.8,56,Clear
2012-01-21 16:00:00,-11.6,55,Clear
2012-01-21 17:00:00,-12.1,53,Clear
2012-01-21 18:00:00,-13.0,55,Clear
2012-01-21 19:00:00,-13.4,58,Clear
2012-01-21 20:00:00,-18.5,60,Clear
2012-01-21 21:00:00,-16.0,66,Clear
2012-01-21 22:00:00,-17.6,61,Clear
2012-01-21 23:00:00,-17.4,69,Mainly Clear
2012-01-22 00:00:00,-18.3,70,Clear
2012-01-22 01:00:00,-17.5,72,Clear
2012-01-22 02:00:00,-18.5,70,Clear
2012-01-22 03:00:00,-18.4,67,Cloudy
2012-01-22 04:00:00,-17.2,69,Mainly Clear
2012-01-22 05:00:00,-19.5,71,Mainly Clear
2012-01-22 06:00:00,-19.0,71,Freezing Fog
2012-01-22 07:00:00,-18.6,69,Mainly Clear
2012-01-22 08:00:00,-18.5,74,Mainly Clear
2012-01-22 09:00:00,-16.2,78,Mostly Cloudy
2012-01-22 10:00:00,-14.5,80,Fog
2012-01-22 11:00:00,-13.0,81,Fog
2012-01-22 12:00:00,-11.5,73,Haze
2012-01-22 13:00:00,-11.2,68,Haze
2012-01-22 14:00:00,-9.4,65,Cloudy
2012-01-22 15:00:00,-8.7,63,Cloudy
2012-01-22 16:00:00,-8.0,59,Cloudy
2012-01-22 17:00:00,-9.5,60,Cloudy
2012-01-22 18:00:00,-10.4,63,Mostly Cloudy
2012-01-22 19:00:00,-10.4,62,Mostly Cloudy
